query,execution_time_s,puissance_moyenne_W,energy_consumed_J
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15203237533569336,14.216882352941184,1.4216882352941185
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15029501914978027,128.14988235294118,12.814988235294118
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15271997451782227,150.75388235294116,15.075388235294117
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15006542205810547,53.960882352941184,5.396088235294119
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15138816833496094,3.564882352941183,0.3564882352941183
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1495218276977539,37.52088235294117,3.752088235294117
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1510939598083496,5.2348823529411845,0.5234882352941185
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1508479118347168,33.729882352941175,3.372988235294118
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15109848976135254,37.18388235294118,3.7183882352941184
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15068292617797852,39.52988235294117,3.9529882352941175
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14995884895324707,15.994882352941175,1.5994882352941175
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14967632293701172,31.687882352941173,3.1687882352941177
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1501295566558838,36.094882352941184,3.6094882352941187
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1512744426727295,54.87688235294118,5.487688235294119
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1512153148651123,8.386882352941186,0.8386882352941186
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15099310874938965,11.725882352941184,1.1725882352941184
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14982938766479492,15.433882352941183,1.5433882352941184
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14964079856872559,53.56988235294118,5.356988235294118
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14978837966918945,30.473882352941175,3.0473882352941177
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.150848388671875,62.61788235294118,6.2617882352941185
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14998340606689453,14.533882352941177,1.4533882352941179
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15014028549194336,61.130882352941185,6.113088235294119
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14974546432495117,26.692882352941183,2.6692882352941183
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15050268173217773,44.89788235294118,4.489788235294118
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.14915180206298828,32.089882352941174,3.2089882352941177
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15085268020629883,29.133882352941185,2.9133882352941187
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15140914916992188,0.0,0.0
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15143632888793945,48.848882352941175,4.884888235294118
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1502218246459961,2.5658823529411734,0.25658823529411734
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15198040008544922,6.297882352941173,0.6297882352941173
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15314292907714844,0.0,0.0
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1512470245361328,30.184882352941173,3.0184882352941176
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1505284309387207,2.0768823529411833,0.20768823529411834
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.1517658233642578,26.335882352941184,2.6335882352941185
"SELECT ?v0 ?v2 ?v3 ?v4 ?v5 WHERE {
	?v0 <http://og",0.15274286270141602,23.201882352941183,2.3201882352941183
